name,age,location,occupation,political_leaning,support_level,impact_on_housing,impact_on_transport,impact_on_community,key_concerns,suggested_improvements,sentiment_score,key_themes
Michael,36,Waverley,Delivery driver,Socialist Alliance,4,0,3,4,"street safety, public transport accessibility, potential increase in traffic congestion","invest in bicycle lanes, improve public transport services, implement pedestrian safety measures",0.3027777777777778,"['support for policy change', 'housing affordability and accessibility', 'street safety and public transport improvement', 'non-binary and cyclist perspective', 'concerns about increased accidents']"
Sarah,80,Dover Heights,Designer,Teal Independent,3,0,3,3,"Increased traffic congestion, insufficient public transport, lack of cycling infrastructure, risk of developer profiteering","Mandate contributions from developers to public transport and cycleway enhancements, implement strict guidelines to ensure green spaces are incorporated into new developments, conduct thorough traffic impact studies before approval",0.1972222222222222,"['sustainable transport options', 'community needs vs. developer benefits', 'enhancing public transport and cycling infrastructure', 'cautious optimism about urban development proposals']"
Kelsey,23,Randwick,Engineer,Labor,4,0,3,3,"Increased demand on public transport, potential lack of parking for residents with genuine need, risk of street parking congestion","Enhance public transport services and infrastructure, implement resident parking schemes, ensure provisions for disability access and loading zones, encourage car-sharing initiatives",0.13780303030303032,"['housing affordability', 'environmental sustainability', 'public transport enhancement', 'community needs for parking', 'support for individuals with disabilities']"
Diana,68,Randwick,Student,Centre,2,0,2,2,"Increased traffic, parking scarcity for existing residents, potential strain on public transport","Enhance public transport services and infrastructure, introduce resident parking permits, require developers to contribute to community transport initiatives",0.1805785123966942,"['housing needs', 'sustainable travel', 'parking concerns', 'public transport improvement', 'traffic issues']"
Justin,38,Bondi Junction,Tradie,Greens,4,0,3,4,"Increased traffic congestion, Insufficient public transport upgrades, Potential for developers to prioritize profit over community needs, Risk of displacement for low-income residents","Implement a quota of affordable housing units in new developments, Ensure any policy change includes significant investment in public transport and active transport infrastructure, Monitor and regulate developments to prevent displacement of existing residents, Encourage community gardens and green spaces in new developments",0.1673611111111111,"['sustainability in urban development', 'reduction of parking spaces to encourage public transport use', 'improvement and expansion of transport infrastructure', 'prioritization of affordable housing', 'concern over developer profit maximization at community expense']"
Heather,26,Waverley,Artist,Labor,4,0,3,4,"Developer profits over community benefits, potential for increased street parking congestion, adequacy of public transport infrastructure","Guarantees that savings on parking are passed on to renters, improved public transport services, investment in bike lanes and pedestrian areas",0.2331085581085581,"['affordable housing crisis', 'reducing parking minimums', 'reliance on public transport', 'potential for lower rents', 'ensuring benefits for residents over developers']"
Christopher,38,Tamarama,Consultant,Greens,5,0,4,5,"Parking overflow into residential areas, accessibility for people with disabilities, potential increase in traffic congestion","Increase public transport options, implement residential parking zones, enhance pedestrian and cycling infrastructure, ensure accommodations for people with disabilities",0.09574592074592075,"['sustainable living and urban development', 'reducing dependency on personal vehicles', 'climate resilience', 'impact on mobility and local infrastructure', '""ghost garages"" and wasteful parking models']"
Danielle,34,Bondi Beach,Public servant,Teal Independent,4,0,3,4,"reduced street parking availability, potential overflow parking in residential areas, impact on local businesses","enhance public transit services, increase bike and scooter parking facilities, implement residential parking permits",0.10696969696969694,"['sustainable transport options', 'maximizing public spaces', 'impact on local businesses', 'reduction of street parking', ""Waverley Council's policy""]"
Dennis,64,Bondi Junction,Consultant,Liberal,2,0,2,2,"Increased traffic, Parking availability for existing residents, Potential strain on public transport","Enhanced public transport services, Designated parking areas for residents, Commitment to monitoring and addressing traffic flow adjustments",0.006060606060606058,"['housing availability', 'public transportation promotion', 'traffic and parking concerns', 'need for improved transport services', 'designated parking areas for residents']"
Jessica,89,Dover Heights,Public servant,Liberal,2,0,2,2,"Increased street parking congestion, Reduced accessibility for older residents, Potential for noise increase","Enhanced public transport services, Designated resident parking areas, Limitations on development density",0.0893939393939394,"['parking concerns in Bondi', 'impact of housing developments on local traffic', 'need for improved public transport options']"
Pamela,39,Randwick,Teacher,Greens,0,0,0,0,,,0.18903508771929828,"['housing affordability', 'sustainable living', 'public transport improvement', 'traffic congestion management', 'developer accountability']"
Craig,69,Randwick,Accountant,Centre,4,0,3,4,"Increased traffic congestion, Reduced parking for existing residents, Potential for developers to prioritize profit over community needs","Implement strict guidelines ensuring developments contribute to affordable housing, Increase investment in public transport and cycling infrastructure, Introduce a community consultation phase for each new development to assess local needs and impacts",0.18575757575757573,"['urban planning and sustainability', 'affordable housing', 'traffic congestion', 'climate resilience', 'youth housing challenges']"
Robert,78,Bronte,Tradie,Socialist Alliance,3,0,2,3,"Reduced parking availability for existing residents, strain on public transport, pedestrian safety","Enhance public transport services, increase pedestrian zones, provide incentives for developers to include affordable housing units",0.10606060606060606,"['affordable housing', 'public space utilization', 'local transport concerns', 'parking availability', 'public transport and pedestrian infrastructure improvement']"
Tiffany,65,North Bondi,Accountant,Teal Independent,3,0,2,3,"Increased traffic congestion, Parking availability for existing residents, Impact on local heritage sites, Ensuring green space is not compromised","Mandatory green space or rooftop gardens for new developments, Incentives for developers to include affordable housing units, Improved public transport options to offset reduced parking, Strict guidelines to protect local heritage and character",0.017499999999999998,"['housing affordability', 'sustainable urban planning', 'community well-being', 'traffic congestion', 'climate resilience']"
Alexander,60,Queens Park,Software developer,Liberal,2,0,2,2,"Increased street congestion, Parking shortages, Impact on street safety, Pressure on public transport","Implement residential parking permits, Increase public transport services, Introduce car share schemes, Develop infrastructure for bicycles and electric scooters",0.12285714285714286,"['local planning and development concerns', 'street congestion and parking shortages', 'street safety', 'housing demand near transit hubs', 'public transport capacity']"
Claudia,45,Waverley,Engineer,Greens,4,0,3,4,"Increased traffic congestion, Insufficient public transport improvements, Risk of developer exploitation","Mandate developer contributions to public transport and green spaces, Implement strict guidelines for sustainable building practices, Increase investment in pedestrian and cycling infrastructure",0.07070707070707069,"['reduced parking requirements', 'prioritization of housing/public spaces', 'developer accountability', 'climate resilience', 'enhancement of public transport']"
Zachary,88,Bronte,Student,Liberal,2,0,2,2,"reduced parking availability, increased traffic congestion, impact on street safety","ensure adequate public transport options are available, implement resident parking schemes, mandate a minimum number of parking spots based on apartment size or number of bedrooms",0.058766233766233765,"['parking concerns for elderly residents', 'housing affordability', 'public transport encouragement', 'community character and street safety', 'policy impact on parking availability']"
Michael,27,Bondi Junction,Tradie,Labor,4,0,3,3,"Parking availability for existing residents, Increased traffic congestion, Public transport capacity","Enhance public transport services and infrastructure, Implement residential parking permits, Ensure a minimum of bike parking spaces in developments",0.21988636363636363,"['housing affordability', 'reduction of minimum parking requirements', 'balance between public transport and private car spaces', 'impact on existing residents', 'potential for cheaper housing']"
Angela,77,Bondi Beach,Consultant,Teal Independent,3,0,2,3,"Increased street parking congestion, Overcrowding of public transport, Safety of pedestrian paths","Improve public transport frequency, Implement dedicated bike lanes, Increase green spaces and community facilities",0.2333333333333333,"['urban planning and space utilization', 'impact on street parking and congestion', 'public transport and cycling promotion', 'environmental and housing benefits', 'local government policy management']"
Lisa,54,Queens Park,Consultant,Greens,4,0,3,3,"Public transport capacity, Street parking availability, Impact on traffic congestion","Enhance public transport services, Implement residential parking zones, Encourage the development of car share schemes",0.06392045454545454,"['sustainability and livability of communities', 'promotion of public transport use', 'reduction of carbon emissions', 'concerns about street parking competition', 'improvement of public transport services']"
Jennifer,58,Randwick,Designer,Liberal,3,0,2,3,"Increased traffic congestion, Reduced parking availability for existing residents, Potential strain on public transport infrastructure","Invest in public transport improvements, Implement resident parking schemes, Encourage car-sharing services, Develop infrastructure for cyclists and pedestrians",0.203030303030303,"['housing affordability', 'sustainable urban development', 'traffic and parking concerns', 'public transport enhancement', 'design flexibility']"
Linda,58,Bronte,Teacher,Liberal,3,0,3,3,"Developer exploitation, Increased traffic congestion, Sufficient alternative transport options, Impact on parking availability for existing residents","Implement developer guidelines to ensure community benefits, Increase investment in public and active transport infrastructure, Introduce a review process to assess the impact of the policy",0.1053030303030303,"['developer accountability', 'impact on local environment', 'reducing parking requirements', 'sustainable transport options', 'oversight on developer practices']"
Kristen,26,Bondi Beach,Software developer,Liberal,3,0,2,3,"Increased demand on public transport, Reduced parking for existing residents, Potential for overcrowded public spaces","Improve public transport options, Increase investment in public spaces, Implement car share schemes",0.09426406926406927,"['affordable housing', 'environmental concerns', 'public transport and infrastructure strain', 'livability in Bondi', 'enhancement of local transport and public spaces']"
Carolyn,56,Randwick,Accountant,Labor,4,0,3,3,"Increased on-street parking pressure, potential traffic congestion, adequate public transport infrastructure","Enhanced public transport services and frequency, designated ride-share and bike-share zones, investment in pedestrian and cycle infrastructure",0.09090909090909091,"['affordable housing', 'traffic management', 'public transport improvement', 'community needs', 'parking policy changes']"
Kenneth,64,Bondi Beach,Software developer,Liberal,2,0,2,2,"Increased street parking congestion, potential for reduced public space, risk of heritage sites being overshadowed by high-density developments","Implement residential parking schemes, increase public transport services and frequency, ensure new developments include green spaces and respect local heritage constraints",0.21780303030303033,"['parking requirements and congestion', 'housing accessibility', 'public transport enhancement', 'community quality of life', 'enforceable measures for parking management']"
Robert,76,Queens Park,Retail assistant,Socialist Alliance,2,0,2,2,"Increased street parking congestion, reduced accessibility for residents with mobility issues, potential for developers to prioritize profit over community needs","Mandate developer contributions to public transport improvements, require green spaces or community facilities in new developments, establish clear guidelines for when parking can be reduced based on proximity to public transport and existing urban density",0.14196969696969694,"['urban density concerns', 'availability of public spaces', 'parking and congestion issues', 'public transport accessibility', 'developer commitments to community spaces']"
Rebecca,40,Queens Park,Delivery driver,Socialist Alliance,3,0,2,3,"parking availability for residents and visitors, impact on delivery and service vehicles, potential increase in traffic congestion","development of additional public transport options, designated delivery and service vehicle parking, investment in bicycle and pedestrian infrastructure",0.18371212121212122,"['sustainable development', 'reduced car reliance', 'climate resilience', 'impact on delivery work', 'public transport and delivery zone development']"
Jeffrey,22,Randwick,Delivery driver,Labor,0,0,0,0,,,0.1550802139037433,"['urban planning and transport infrastructure', 'housing affordability', 'environmental sustainability', 'community concerns and suggestions', 'alternative transportation support']"
Christine,50,Queens Park,Artist,Socialist Alliance,4,0,3,4,"Street safety, increased rent pressure, potential for inadequate public transport facilities","Enhance public transport services and infrastructure, implement measures to ensure the policy does not exacerbate rent pressure, invest in pedestrian and cycling infrastructure",0.09755892255892255,"['affordability and accessibility of communities', 'sustainability and social equity', 'improvements in public transport and infrastructure', 'concerns about street safety and rent pressure', 'policy on minimum parking requirements']"
Ronald,58,Dover Heights,Nurse,Liberal,3,0,2,3,"increased street parking competition, traffic congestion, public transport capacity","enhance public transport services, provide designated resident parking areas, implement car share schemes",0.13892045454545454,"['housing affordability', 'parking and congestion concerns', 'public transport improvements', 'resident parking solutions', ""Waverley Council's policy proposal""]"
Miranda,36,Tamarama,Tradie,Liberal,3,0,3,3,"Parking availability for residents and visitors, potential increase in traffic congestion, developers prioritizing profits over community needs","Implement strict guidelines ensuring the benefits are passed on to residents in terms of housing affordability, invest in and enhance local public transport infrastructure, introduce green spaces or community facilities to offset the reduction in parking spaces",0.31988636363636364,"['affordable housing', 'parking requirements', 'climate resilience', 'community impact', 'public transport encouragement']"
Ricardo,76,Randwick,Public servant,Centre,2,0,2,2,"Increased traffic congestion, Reduced parking availability for existing residents, Potential strain on public transport","Enhance public transport infrastructure, Introduce car share schemes, Implement residential parking permits for existing areas",-0.08114478114478113,"['traffic congestion concerns', 'parking availability', 'housing prioritization', 'public transport enhancement', 'government trust']"
Christopher,49,Tamarama,Nurse,Socialist Alliance,4,0,3,4,"Increased demand for public transport, potential for noise pollution, need for additional green spaces","Investment in public transport infrastructure, strict noise control measures, creation of more public green spaces, incentives for developers to include sustainable features and community facilities",0.0870580808080808,"['affordable housing', 'sustainable urban development', 'public transport and pedestrian infrastructure', 'green spaces and climate resilience', 'community welfare']"
Joseph,57,Bondi Junction,Delivery driver,Centre,4,0,3,4,"Adequate public transport and cycleway infrastructure, Risk of increased traffic congestion, Developer accountability","Increase investment in public transport and cycleways, Implement developer incentives to include affordable housing units, Establish a monitoring framework to assess the policy's impact on housing affordability and transport infrastructure",0.03578643578643578,"['housing affordability', 'sustainable urban development', 'public transport use', 'developer profits', 'enhanced public transport and cycleways']"
Jessica,53,Tamarama,Student,Centre,3,0,2,3,"Increased street parking competition, Traffic congestion, Potential strain on public transport, Lack of parking for residents with disabilities","Enhanced public transport services, Designated resident parking areas, Parking provisions for residents with disabilities, Investment in community and public spaces to offset increased density",0.09725378787878787,"['housing development policies', 'public transport improvement', 'parking competition', 'traffic congestion', 'urban planning strategies']"
Haley,26,Tamarama,Designer,Greens,4,0,3,4,"Parking pressure on surrounding streets, Adequate investment in public and active transport infrastructure, Developer accountability","Increased investment in public transport and cycling infrastructure, Mandatory green spaces in new developments, Requirements for developers to contribute to local transport projects",0.1775,"['sustainable living', 'reduction of carbon footprint', 'investment in public transport', 'sustainable urban planning', 'cycling infrastructure']"
Susan,78,Bronte,Tradie,Teal Independent,3,0,2,3,"Increased pressure on public transport, pedestrian safety, potential for inadequate parking for residents with disabilities","Improve public transportation services and infrastructure, ensure ample disabled parking, introduce bike-sharing stations",0.125,"['sustainable transport options', 'youth housing crisis', 'public transport enhancement', 'pedestrian safety', 'reduction of parking spaces']"
Gregory,64,Bondi Beach,Public servant,Greens,4,0,3,3,"Traffic congestion, Insufficient public transport upgrades, Developer accountability","Mandate a portion of new developments be allocated for affordable housing, Increase investment in public transport and cycling infrastructure, Implement strict developer guidelines to ensure community benefits",0.12,"['housing affordability', 'sustainable transportation', 'community benefits vs. developer profits', 'public transport improvements', 'environmental values']"
Amy,75,Randwick,Nurse,Labor,0,0,0,0,,,0.2029505582137161,"['urban adaptation to climate change', 'sustainable transport', 'housing affordability', 'street safety', 'public transport improvements']"
David,46,Waverley,Hospitality worker,Centre,4,0,3,4,"Potential increase in parking pressure on existing spaces, potential for inadequate public transport options to support increased demand, risk of increased traffic congestion","Increase investment in public transport infrastructure, introduce car share schemes, ensure developments include sufficient bike parking and charging stations for electric vehicles, mandate green space or community space as part of new developments",0.07851239669421489,"['public transport reliance', 'climate resilience', 'green spaces enhancement', 'parking policy reform', 'mobility concerns']"
Hector,27,Waverley,HR manager,Greens,4,0,3,4,"Developer accountability, Public transport adequacy, Cycling infrastructure","Mandate developer contributions to public transport and cycleway improvements, Implement strict guidelines for developments to include green spaces or community facilities, Ensure a portion of the development is allocated for affordable housing",0.2772727272727273,"['sustainable living solutions', 'reduced car dependency', 'public transport and cycling infrastructure', 'community benefits', 'affordable housing options']"
Ryan,64,Tamarama,Accountant,Centre,2,0,2,2,"Increased street parking congestion, potential strain on public transport, impact on local businesses, residents' access to parking","Enhanced public transport services, investment in cycling infrastructure, parking permits for residents, incentives for developers to include green spaces or community facilities",0.10103305785123967,"['parking challenges in Bondi', 'sustainable transport promotion', 'housing affordability', 'need for enforceable measures', 'improvements to public transport and cycling infrastructure']"
Jessica,66,Randwick,Artist,Labor,3,0,2,3,"Increased street parking pressure, traffic congestion, developer accountability, lack of infrastructure investment","Mandatory developer contributions to local infrastructure, improved public transport services, investment in cycleways and pedestrian pathways",0.1805785123966942,"['urban development policies', 'sustainable transport', 'affordable housing', 'developer accountability', 'infrastructure improvement']"
