name,age,location,occupation,political_leaning,support_level,impact_on_housing,impact_on_transport,impact_on_community,key_concerns,suggested_improvements,sentiment_score,key_themes
Sherry,45,Bondi Beach,Artist,Teal Independent,5,0,4,4,"Affordability for renters, developer accountability, ensuring public transport can handle increased demand, maintaining street safety and quality of life","Mandatory affordable housing quotas in new developments, investment in public transport infrastructure, community green spaces, incentives for developers to include sustainable features",0.14934974747474747,"['housing affordability', 'sustainable urban development', 'public transport use', 'reducing carbon footprint', 'affordable housing for young people and artists']"
Michelle,21,Bondi Beach,Engineer,Liberal,5,0,4,4,"Rent pressure, Sustainable transport options, Community accessibility","Increase investment in cycleways and public transport, Implement rent control measures to prevent displacement, Encourage developments with green spaces and communal areas",0.281969696969697,"['housing affordability', 'sustainable community development', 'transportation and accessibility', 'climate resilience', 'cycleway improvement']"
Stephanie,54,Randwick,Artist,Centre,5,0,4,4,"Increased traffic congestion, insufficient public transport, potential decrease in street safety","Enhance public transport services and infrastructure, increase bike lanes and pedestrian areas, implement car share schemes",0.12782369146005507,"['sustainable urban development', 'housing affordability', 'sustainable transport', 'reduced congestion', 'community spaces and public transport infrastructure']"
Cynthia,68,Bondi Junction,Delivery driver,Centre,1,0,1,1,"Increased traffic, Parking scarcity, Noise pollution, Reduced property values","Implement a reduced parking requirement rather than a complete removal, Increase investment in public transport and infrastructure, Introduce parking permits for residents, Develop more affordable housing options that consider the needs of current and future residents",0.10696969696969698,"['opposition to removing parking requirements', 'impact on daily life and convenience', 'need for strategic transportation planning', 'potential increase in traffic and noise', ""concern for local community's quality of life""]"
Christopher,68,Randwick,Consultant,Greens,5,0,4,4,"Increased traffic in surrounding areas, parking pressure in nearby neighborhoods, potential strain on public transport infrastructure","Enhance public transport services and infrastructure in the affected area, implement residential parking schemes in surrounding neighborhoods to mitigate parking pressure, invest in cycling and pedestrian infrastructure to encourage non-car modes of transport",0.11542699724517905,"['climate resilience', 'urban density', 'affordable housing', 'reducing reliance on personal vehicles', 'traffic and parking pressure in surrounding neighborhoods']"
Matthew,28,Waverley,Retail assistant,Teal Independent,5,0,4,4,"increased street parking pressure, potential for inadequate public transport to support new residents, risk of developers prioritizing profit over quality living spaces","enhance public transport services and connectivity, implement resident-only street parking zones, mandate green spaces or community facilities in place of parking spaces, enforce developer contributions to local infrastructure and affordable housing funds",0.10696969696969696,"['sustainable urban development', 'youth housing affordability', 'environmental concerns', 'parking pressure on existing streets', 'benefits of reduced parking infrastructure']"
Russell,50,Dover Heights,Nurse,Greens,5,0,3,4,"Increased traffic, Pressure on public transport, Potential for insufficient parking for existing residents","Increase investment in public transport infrastructure, Implement car share schemes, Enhance cycling and pedestrian pathways",0.14075757575757575,"['urban sustainability', 'reducing urban sprawl', 'promoting public transport', 'lowering housing costs', 'environmental conservation']"
Leslie,89,Waverley,Accountant,Centre,1,0,1,1,"Increased traffic congestion, parking scarcity, reduced accessibility for elderly residents, potential decline in community quality of life","Implement a hybrid approach that maintains some parking requirements while encouraging developers to invest in local infrastructure improvements, enhance public transport services and accessibility, ensure developments are aligned with the capacity of existing community resources, introduce incentives for car-sharing schemes",0.17416666666666666,"['impact on community quality of life', 'opposition to removing parking minimums', 'need for balanced growth', 'concerns over traffic and parking congestion', 'importance of accessibility for elderly residents']"
Cynthia,74,Bondi Junction,Student,Greens,5,0,4,5,"Urban density, Street safety, Youth housing affordability, Environmental sustainability","Increased investment in public transportation and cycling infrastructure, Development of green spaces and pedestrian zones, Incentives for car-sharing and electric vehicle use, Implementation of affordable housing quotas in new developments",0.10407925407925409,"['sustainable living', 'reduction of car reliance', 'support for public transportation', 'urban development prioritizing people', 'affordable housing for youth']"
Bradley,18,Bondi Beach,HR manager,Liberal,5,0,3,4,"increased public transit congestion, public space overcrowding, developer profit over community benefit","mandate a portion of savings from reduced parking requirements to be passed on as affordable housing, increase investment in public transit and cycleways, ensure public spaces are expanded to accommodate increased density",0.18552188552188553,"['sustainable living', 'affordable housing', 'reducing car reliance', 'public transit congestion', 'developer profits']"
Matthew,83,Queens Park,Student,Teal Independent,1,0,1,1,"Increased traffic congestion, Reduced street safety, Impact on elderly and non-car dependent individuals, Degradation of community charm","Implement a cap on the reduction of parking spaces rather than outright removal, Enhance public transport and scooter-friendly infrastructure, Introduce mandatory green spaces or community facilities to offset any potential negative impacts of higher density living",0.15281385281385282,"['impact on traffic and street safety', 'opposition to removing minimum parking requirements', 'concern for pedestrian safety', 'preservation of community charm and liveability', 'impact of high-density development']"
Michael,36,Waverley,Delivery driver,Socialist Alliance,5,0,4,4,"Developer accountability, Risk of increased street parking competition, Potential displacement of low-income residents","Implement strict regulations to ensure the savings from reduced parking requirements are passed on to buyers and renters, Increase investment in public and active transport infrastructure, Introduce community land trusts to protect against displacement",0.11196969696969697,"['housing affordability', 'environmental impact of car reliance', 'sustainable urban planning', 'reducing rent pressures', 'promoting greener transport options']"
Sarah,80,Dover Heights,Designer,Teal Independent,5,0,4,5,"Public transport accessibility, pedestrian and cyclist safety, potential increase in on-street parking pressure","Increase frequency of bus services, expand cycleways and pedestrian paths, implement residential parking schemes to manage on-street parking demand",0.16375598086124402,"['sustainable urban planning', 'reduction of carbon footprint', 'promotion of alternative transport modes', 'pedestrian-friendly community development', 'accessibility and public transport availability']"
Kelsey,23,Randwick,Engineer,Labor,5,0,4,3,"Parking pressure in surrounding areas, potential increase in traffic congestion, need for enhanced public transport services","Increase investment in public transport and active travel infrastructure, implement residential parking permits for existing residents, create more pedestrian-only zones to encourage walking and reduce car dependency",0.17261440940012368,"['housing affordability', 'environmental sustainability', 'reduced development costs', 'parking pressure and congestion', 'balanced transportation solutions']"
Diana,68,Randwick,Student,Centre,1,0,1,1,"Increased traffic congestion, parking overflow into neighbouring suburbs, impact on local heritage areas, decreased quality of life","Implement a hybrid approach that still requires a minimum number of parking spaces based on the size of the development, enhance public transport options to reduce car dependency, introduce resident parking schemes to protect local streets from becoming overflow parking areas",0.08138528138528138,"['parking and traffic concerns', 'impact on local communities', 'preservation of local heritage', 'opposition to new apartment development policies', 'quality of life for residents']"
Justin,38,Bondi Junction,Tradie,Greens,5,0,4,4,"Developers' accountability, Ensuring savings are passed on to buyers/renters, Enhancing public transport and cycling infrastructure","Strict guidelines to ensure developers invest in community benefits, Increased investment in public transport and cycling infrastructure, Community consultation to guide development of newly available spaces",0.2181818181818182,"['sustainable urban development', 'affordable housing', 'reducing urban congestion and pollution', 'cycle-friendly and pedestrianized environments', 'community benefits vs. developer profits']"
Heather,26,Waverley,Artist,Labor,5,0,4,4,"rent pressure, developer profits over community benefits, need for improved public transport, potential increase in street parking competition","mandate a portion of savings on parking to be passed on as rent reductions, increase investment in public transport and pedestrian infrastructure, enforce strict guidelines to ensure developments are genuinely meeting residents' needs without parking spaces, implement community benefits agreements with developers",0.125,"['housing affordability', 'environmental sustainability', 'public transport reliance', 'developer profits vs. rent reduction', 'sustainable modes of transport']"
Christopher,38,Tamarama,Consultant,Greens,5,0,4,4,"parking pressure on existing streets, ensuring savings are passed to residents, public transport accessibility, pedestrian and cyclist infrastructure","strict guidelines to ensure parking pressure is managed, incentives for developers to include bike parking and car share schemes, investment in public transport and active transport infrastructure, mechanisms to ensure cost savings are passed on to residents",0.22451790633608815,"['sustainability and urban environment', 'reduction of car dependency', 'affordable housing', 'walking/cycling/public transport encouragement', 'parking pressure and cost savings concerns']"
Danielle,34,Bondi Beach,Public servant,Teal Independent,5,0,4,4,"Lack of green spaces, Noise increase, Overcrowding, Insufficient public transport upgrades","Increase public transport services, Mandate green and communal spaces in new developments, Implement noise control measures, Encourage car-sharing and bike-sharing schemes",0.01363636363636363,"['sustainable transport options', 'housing affordability', 'green spaces and communal areas', 'removal of parking minimums', 'community vibe and public spaces']"
Dennis,64,Bondi Junction,Consultant,Liberal,2,0,2,2,"Increased street parking congestion, traffic flow disruption, potential negative impact on local businesses, quality of life for existing residents","Implement a hybrid approach that includes a minimum number of car spaces based on the size of the development, improve public transportation options, introduce car share schemes within developments, ensure adequate bike storage facilities",0.2269696969696969,"['affordable housing', 'environmental benefits of reducing car dependency', 'concerns about parking and traffic congestion', 'impact on community quality of life', 'effects on local businesses']"
Jessica,89,Dover Heights,Public servant,Liberal,1,0,1,1,"Increased parking pressure on surrounding streets, potential property devaluation, urban congestion, inadequacy of public transport to compensate for reduced parking, noise and pollution from increased traffic","Implement mandatory parking space minimums based on apartment size or number of bedrooms, invest in and improve public transport options before reducing parking requirements, enforce strict urban planning guidelines to ensure new developments enhance rather than detract from community liveability",0.13787878787878788,"['Parking challenges in Dover Heights and Bondi', 'Impact on quality of life for residents', 'Potential property devaluation', 'Urban density and infrastructure adequacy']"
Pamela,39,Randwick,Teacher,Greens,5,0,4,4,"Street parking congestion, developer accountability, ensuring public transport capacity meets increased demand","Increase public transport services, introduce developer incentives to include green spaces or community facilities, enforce strict guidelines to ensure developments are truly meeting the needs of potential residents without cars",0.0652935606060606,"['housing affordability', 'environmental sustainability', 'reduction in private vehicle reliance', 'concerns about street parking congestion', 'support for public and active transport options']"
Craig,69,Randwick,Accountant,Centre,2,0,2,2,"Increased street parking pressure, Strain on public transport, Potential devaluation of surrounding properties, Loss of heritage character","Implement a flexible parking requirement policy based on the development size and location, Invest in improving public transport infrastructure to better accommodate increased demand, Enforce developer contributions towards community and transport improvements, Establish guidelines to ensure new developments respect the local heritage and character.",0.06428030303030303,"['sustainability and heritage', 'housing affordability', 'impact on local infrastructure', 'community character', 'balanced policy approach']"
Robert,78,Bronte,Tradie,Socialist Alliance,5,0,3,4,"Traffic congestion, Public transport capacity, Loss of parking spaces for current residents","Increase public transport services and frequency, Implement car share schemes, Develop more bicycle lanes and pedestrian paths, Mandate green spaces or community facilities as part of new developments",0.0881542699724518,"['youth housing', 'public spaces', 'reduction in construction costs', 'public transport and traffic congestion', 'enhancements in public infrastructure']"
Tiffany,65,North Bondi,Accountant,Teal Independent,4,0,3,2,"Heritage protection, Rent pressure, Community displacement, Increased traffic congestion","Mandate a percentage of developments to be affordable housing, Implement community consultation processes for each new development, Increase investment in public transport and cycling infrastructure, Enforce strict regulations to protect heritage sites and the local community's character",0.08333333333333333,"['environmental well-being', 'community preservation', 'climate resilience and sustainability', 'impact on local heritage', 'housing affordability and community identity']"
Alexander,60,Queens Park,Software developer,Liberal,1,0,1,1,"Increased parking difficulty, Decrease in property values, Negative impact on local businesses, Reduced attractiveness of the area","Maintain some level of parking minimums, Increase investment in public transport, Implement residential parking schemes, Encourage developer contributions towards community parking facilities",-0.014285714285714287,"['opposition to policy change', 'impact on parking availability', 'effect on local businesses', 'potential decrease in property values', 'concern for homeowner attractiveness']"
Claudia,45,Waverley,Engineer,Greens,5,0,4,5,"Developer accountability, Reduction in public space, Lack of focus on climate resilience, Increased car dependency","Increase investment in public transport and pedestrian infrastructure, Implement car share schemes, Mandate the inclusion of green spaces and community areas in new developments, Offer incentives for developers to include affordable housing units",0.23267045454545454,"['sustainability', 'housing affordability', 'livable communities', 'environmental impact', 'climate resilience']"
Zachary,88,Bronte,Student,Liberal,1,0,1,1,"Street safety, Heritage protection, Increased congestion, Reduced parking availability","Implement strict guidelines for developers to contribute to community transport solutions, Enforce a minimum parking requirement based on the size of the development, Invest in improving public transport links and infrastructure in high-density areas, Provide incentives for developments that include affordable and youth housing options.",0.16709956709956714,"['opposition to parking requirement removal', 'street safety concerns', 'preservation of heritage areas', 'impact of increased density', 'need for sustainable transport options']"
Michael,27,Bondi Junction,Tradie,Labor,0,0,0,0,,,0.2418686868686869,"['affordable housing', 'climate resilience', 'parking scarcity', 'public transport improvement', 'environmental benefits']"
Angela,77,Bondi Beach,Consultant,Teal Independent,1,0,2,1,"Increased street parking congestion, Negative impact on property values, Reduced accessibility for residents with cars, Loss of neighborhood character","Implement a cap rather than a complete removal of parking requirements, Increase investment in public transport infrastructure, Introduce residential parking permits, Encourage development of off-street parking solutions",0.053993506493506496,"['urban development concerns', 'parking challenges', 'community character preservation', 'property value impact', 'urban density issues']"
Lisa,54,Queens Park,Consultant,Greens,4,0,3,3,"Increased traffic in neighboring areas, parking pressure on surrounding streets, potential strain on public transport infrastructure, impact on heritage areas with increased urban density","Implementing residential parking permits to protect local residents from overflow parking, investing in public transport and cycling infrastructure to accommodate increased usage, conducting traffic impact assessments for neighboring areas, ensuring developments include green spaces or contribute to community facilities",0.09227272727272727,"['heritage protection', 'urban density', 'traffic concerns', 'environmental sustainability', 'public transport and cycling promotion']"
Jennifer,58,Randwick,Designer,Liberal,5,0,4,4,"Potential increase in on-street parking demand, impact on local traffic congestion, access to public spaces","Implement car share schemes, increase public transport options, improve pedestrian and cycling infrastructure",0.20421401515151513,"['housing affordability', 'sustainable transport', 'public space access', 'local traffic conditions', 'environmental sustainability']"
Linda,58,Bronte,Teacher,Liberal,5,0,5,4,"Developer accountability, Rent pressure, Sustainable transport options, Community consultation","Mandate a percentage of developments be allocated for affordable housing, Increase investment in public transport and cycleways, Establish clear guidelines for developer contributions to community infrastructure",0.16363636363636366,"['climate resilience', 'sustainable urban living', 'reducing car reliance', 'affordable housing', 'community vs. developer profits']"
Kristen,26,Bondi Beach,Software developer,Liberal,5,0,5,4,"Lack of green spaces, increased population density, public transport capacity","Invest in public transport and infrastructure, mandate inclusion of green spaces in new developments, implement shared mobility solutions",0.164469696969697,"['sustainable urban development', 'public transport promotion', 'reduction of carbon footprint', 'enhancement of local amenities', 'green space and infrastructure support']"
Carolyn,56,Randwick,Accountant,Labor,4,0,3,4,"Increased traffic congestion, parking spillover into neighboring areas, potential strain on public transport infrastructure","Enhance public transport services and frequency, invest in cycling and pedestrian infrastructure, implement residential parking zones to manage spillover, incentivize car-sharing schemes and other mobility solutions",0.2176948051948052,"['housing affordability', 'traffic management', 'public transport enhancement', 'cycling infrastructure', 'youth housing access']"
Kenneth,64,Bondi Beach,Software developer,Liberal,1,0,1,1,"Increased parking congestion, Decreased property values, Overpopulation, Loss of community character, Reduced accessibility for car-dependent residents","Implement a hybrid parking solution that maintains a minimal parking requirement, Increase investment in public transport to reduce car dependency, Introduce measures to protect community character and heritage, Enforce developer accountability in maintaining neighborhood aesthetics",0.02552188552188553,"['parking challenges in Bondi', ""impact on homeowners' quality of life"", 'preservation of community character']"
Robert,76,Queens Park,Retail assistant,Socialist Alliance,1,0,1,1,"Urban density increase, Loss of public space, Increased street congestion, Developer prioritization over community needs, Erosion of local character","Implement a graduated parking policy based on the size of the development, Ensure any new developments include a percentage of affordable housing, Increase investment in public transport options, Create more green spaces to offset increased density, Enforce developer contributions to community infrastructure upgrades",0.17353535353535351,"['urban density concerns', 'parking requirement removal', 'public space strain', 'street congestion', 'housing affordability issues']"
Rebecca,40,Queens Park,Delivery driver,Socialist Alliance,4,0,3,4,"Parking congestion, Public transport capacity, Overcrowding","Increase public transport services, Implement resident-only parking zones, Ensure new developments include green spaces and public amenities",0.15103305785123966,"['increased urban density', 'accessibility to housing', 'promotion of public transport usage', 'parking congestion concerns', 'quality of life and public infrastructure adequacy']"
Jeffrey,22,Randwick,Delivery driver,Labor,5,0,4,4,"Parking spillover to adjacent areas, ensuring affordability translates to real opportunities for young buyers, maintaining adequate transport infrastructure","Increase investment in public and alternative transport infrastructure, enforce developer contributions towards community housing funds, implement strict guidelines to ensure the freed-up space from parking is used for additional housing or green spaces, not just profit maximization for developers",0.23075757575757577,"['climate resilience', 'youth housing affordability', 'sustainable urban development', 'reduced car reliance', 'parking management concerns']"
Christine,50,Queens Park,Artist,Socialist Alliance,5,0,4,4,"Street parking congestion, Rent pressure, Community resistance, Public transport adequacy","Enhance public transport options and frequency, Implement resident parking permits, Increase investment in pedestrian and cycling infrastructure, Community consultation to address concerns and adjustments",0.20995670995670995,"['sustainability and livability of communities', 'affordable housing', 'promotion of public transport and walking', 'concern over street parking congestion', 'environmental consciousness']"
Ronald,58,Dover Heights,Nurse,Liberal,1,0,1,1,"Increased parking congestion, Reduced property values, Impact on daily commute","Implement a resident parking permit system, Increase investment in public transport infrastructure, Introduce incentives for developments that include parking",0.08696969696969696,"['parking congestion concerns', 'impact on commute times', 'effect on property values', 'opposition to removing parking requirements', 'reliance on car for commuting']"
Miranda,36,Tamarama,Tradie,Liberal,5,0,3,4,"Increased street parking pressure, public transport capacity, pedestrian safety","Enhanced public transport services, investment in cycling infrastructure, designated parking areas for tradies and essential service providers",0.13363636363636364,"['housing affordability', 'environmental sustainability', 'public transport reliance', 'parking pressure in neighborhoods', 'need for improved public transport services']"
Ricardo,76,Randwick,Public servant,Centre,1,0,1,1,"Increased parking pressure in neighboring areas, decreased accessibility for car-dependent residents, potential decrease in property values due to perceived inconvenience","Implement a hybrid approach that maintains some parking requirements, increase investment in public transport to reduce car dependency, introduce resident parking schemes in affected areas",0.09360881542699725,"['opposition to parking policy changes', 'impact on elderly mobility', 'increased parking pressure', 'concern for quality of life', 'reliance on cars for transport']"
Christopher,49,Tamarama,Nurse,Socialist Alliance,5,0,4,5,"Climate resilience, Housing affordability, Public space enhancement, Traffic congestion","Increase investment in public transport and pedestrian infrastructure, Implement strict noise control measures, Develop more green spaces and public amenities in freed-up land, Encourage car-sharing schemes",0.1294191919191919,"['sustainability of the environment', 'affordable housing', 'public vs. private transport', 'reducing carbon footprint', 'housing affordability crisis']"
Joseph,57,Bondi Junction,Delivery driver,Centre,5,0,4,4,"Parking availability, Increase in public transport demand, Potential rise in traffic congestion","Enhance public transport services and frequency, Implement dedicated cycleways to encourage biking, Develop car-sharing hubs for residents who need occasional vehicle access, Increase investment in public spaces to improve community well-being",0.1150974025974026,"['housing affordability crisis', 'environmental sustainability', 'reduction of car dependency', 'public transport reliance', 'youth housing pressures']"
Jessica,53,Tamarama,Student,Centre,1,0,1,1,"Increased parking congestion, Reduced property values, Developer accountability, Reduced accessibility for residents","Implement a hybrid approach that maintains some parking requirements, Increase investment in public transport and infrastructure, Introduce developer incentives for including green spaces and public amenities, Ensure any development includes provisions for affordable housing",0.025946969696969687,"['parking challenges for residents', 'impact on property values', 'developer accountability', 'availability of public space', 'congestion and accessibility issues']"
Haley,26,Tamarama,Designer,Greens,5,0,4,4,"Developer accountability, Adequate public transport options, Cycleway integration","Increase investment in public transport and cycling infrastructure, Implement strict developer guidelines to ensure green spaces and communal areas compensate for the lack of parking, Encourage car-sharing schemes",0.22126623376623375,"['climate resilience', 'sustainable development', 'reduction of carbon footprint', 'promotion of alternative transport', 'housing accessibility']"
Susan,78,Bronte,Tradie,Teal Independent,5,0,4,4,"Street parking congestion, Dependence on public transport enhancements, Potential increase in pedestrian traffic","Increase in public transport options, Development of secure bike lanes, Implementation of resident parking schemes in adjacent areas",0.18484848484848485,"['urban density and housing affordability', 'environmental consciousness and sustainable transport', 'concerns about street parking congestion', ""support for Teal Independents' policies"", 'reliance on public transport and walking']"
Gregory,64,Bondi Beach,Public servant,Greens,5,0,3,4,"Developer accountability, Environmental sustainability, Traffic congestion, Public transport adequacy","Enhance public transport services and infrastructure, Implement car share schemes, Increase bike lanes and pedestrian pathways, Mandate green spaces in new developments",-0.004895104895104895,"['developer accountability', 'preservation of local environment', 'sustainability', 'reducing reliance on private cars', 'impact of unchecked development']"
Amy,75,Randwick,Nurse,Labor,1,0,1,1,"Increased urban density without infrastructure, reduced street safety, erosion of local heritage and character, parking congestion","Implement mandatory green spaces in new developments, improve public transport options, enforce a percentage of developments to include affordable housing, establish community consultation processes for development planning",0.1265151515151515,"['urban density concerns', 'street safety', 'heritage protection', 'lack of infrastructure support', 'increased congestion']"
David,46,Waverley,Hospitality worker,Centre,5,0,5,4,"Sustainability, Public space utilization, Climate resilience, Increased traffic congestion","Enhance public transport options, Invest in bicycle infrastructure, Implement car share schemes, Increase green spaces",0.26959207459207457,"['climate resilience', 'sustainable urban development', 'reduction of carbon footprint', 'promotion of public transport', 'creation of public spaces']"
Hector,27,Waverley,HR manager,Greens,5,0,4,5,"Environmental sustainability, Housing affordability, Increased reliance on cars, Lack of public transport infrastructure","Enhance public transport services and frequency, Develop more cycleways and pedestrian paths, Implement car share schemes, Increase green spaces",0.13377525252525252,"['sustainable development', 'housing affordability', 'environmental impact', 'public and active transport', 'community focus']"
Ryan,64,Tamarama,Accountant,Centre,1,0,1,1,"Increased parking scarcity, potential devaluation of property, increased congestion, negative impact on homeowners' quality of life","Implement a hybrid solution that maintains some parking requirements while promoting car share schemes and enhancing public transport options, increase investment in cycleways in line with community needs, establish clear guidelines for developers on providing sustainable transport alternatives.",0.0345959595959596,"['parking scarcity concerns', 'impact on property value', 'increased congestion', 'reliance on cars for transportation', 'quality of life for homeowners']"
Jessica,66,Randwick,Artist,Labor,1,0,1,1,"increased street congestion, pedestrian safety, overflow parking in neighboring areas, decreased community livability","implement a cap on the number of developments without parking, ensure adequate public transport options before removing parking requirements, mandate developer contributions to community transport infrastructure",0.18257575757575756,"['community safety and vibrancy', 'opposition to removing parking requirements', 'street congestion and pedestrian safety', 'aesthetics and functionality of living spaces', 'impact on community charm and livability']"
